Date,Hour,Region,Temperature,Weather,Solar_Generation,Wind_Generation,Hydro_Generation,Grid_Supply,Total_Consumption,Battery_Level,Month
2024-01-01,10,Mangalore,31.4,Sunny,808.0,494.0,61.0,261.0,843.0,86.4,1
2024-01-01,10,Hubli-Dharwad,29.05,Windy,623.0,1233.0,43.0,349.0,1113.0,100.0,1
2024-01-01,10,Belgaum,27.29,Cloudy,366.0,493.0,46.0,302.0,1018.0,42.1,1
2024-01-01,11,Bangalore,27.47,Sunny,946.0,365.0,33.0,1837.0,4152.0,0.0,1
2024-01-01,11,Mysore,28.74,Sunny,1138.0,374.0,52.0,355.0,1241.0,72.6,1
2024-01-01,11,Mangalore,31.53,Sunny,948.0,517.0,63.0,253.0,886.0,94.9,1
2024-01-01,11,Hubli-Dharwad,29.63,Sunny,1063.0,716.0,43.0,335.0,1120.0,99.1,1
2024-01-01,11,Belgaum,28.55,Cloudy,437.0,721.0,48.0,293.0,993.0,64.9,1
2024-01-01,12,Bangalore,26.61,Sunny,1131.0,418.0,38.0,1364.0,3849.0,0.0,1
2024-01-01,12,Mysore,28.92,Sunny,1394.0,397.0,60.0,359.0,1241.0,92.7,1
2024-01-01,12,Mangalore,30.57,Sunny,1073.0,477.0,67.0,232.0,804.0,100.0,1
2024-01-01,12,Hubli-Dharwad,29.34,Windy,945.0,1035.0,40.0,294.0,943.0,100.0,1
2024-01-01,12,Belgaum,28.75,Windy,961.0,1147.0,44.0,255.0,849.0,100.0,1
2024-01-01,13,Bangalore,26.8,Sunny,1095.0,280.0,39.0,1554.0,3793.0,0.0,1
2024-01-01,13,Mysore,28.5,Sunny,1169.0,301.0,60.0,327.0,1145.0,77.0,1
2024-01-01,13,Mangalore,30.65,Windy,635.0,849.0,63.0,227.0,754.0,100.0,1
2024-01-01,13,Hubli-Dharwad,28.82,Cloudy,448.0,796.0,41.0,307.0,1021.0,68.5,1
2024-01-01,13,Belgaum,27.17,Sunny,1096.0,479.0,45.0,275.0,906.0,100.0,1
2024-01-01,14,Bangalore,24.42,Sunny,793.0,389.0,39.0,1832.0,3990.0,0.0,1
2024-01-01,14,Mysore,27.15,Sunny,865.0,380.0,51.0,339.0,1167.0,59.0,1
2024-01-01,14,Mangalore,30.48,Sunny,778.0,463.0,70.0,237.0,816.0,84.7,1
2024-01-01,14,Hubli-Dharwad,27.43,Sunny,878.0,612.0,41.0,301.0,996.0,87.5,1
2024-01-01,14,Belgaum,26.55,Sunny,808.0,559.0,44.0,273.0,892.0,86.3,1
2024-01-01,15,Bangalore,23.82,Windy,453.0,780.0,35.0,2432.0,4857.0,0.0,1
2024-01-01,15,Mysore,25.02,Sunny,595.0,406.0,55.0,420.0,1342.0,30.0,1
2024-01-01,15,Mangalore,28.57,Cloudy,244.0,531.0,69.0,284.0,952.0,42.4,1
2024-01-01,15,Hubli-Dharwad,27.34,Sunny,733.0,560.0,40.0,330.0,1122.0,64.8,1
2024-01-01,15,Belgaum,24.94,Sunny,688.0,618.0,46.0,326.0,1079.0,69.1,1
2024-01-01,16,Bangalore,23.23,Cloudy,171.0,425.0,35.0,2555.0,4482.0,0.0,1
2024-01-01,16,Mysore,23.79,Sunny,451.0,378.0,56.0,383.0,1338.0,18.3,1
2024-01-01,16,Mangalore,27.24,Sunny,350.0,381.0,65.0,297.0,944.0,39.6,1
2024-01-01,16,Hubli-Dharwad,24.78,Sunny,449.0,711.0,40.0,343.0,1158.0,52.9,1
2024-01-01,16,Belgaum,24.11,Windy,300.0,1079.0,42.0,292.0,1022.0,77.9,1
2024-01-01,17,Bangalore,20.55,Sunny,218.0,288.0,39.0,2857.0,4686.0,0.0,1
2024-01-01,17,Mysore,22.5,Windy,158.0,633.0,54.0,427.0,1382.0,12.4,1
2024-01-01,17,Mangalore,26.57,Windy,124.0,963.0,60.0,274.0,919.0,66.0,1
2024-01-01,17,Hubli-Dharwad,22.49,Sunny,214.0,722.0,40.0,356.0,1151.0,37.8,1
2024-01-01,17,Belgaum,20.78,Sunny,222.0,610.0,46.0,303.0,1063.0,37.0,1
2024-01-01,18,Bangalore,19.7,Windy,0.0,693.0,39.0,2606.0,4711.0,0.0,1
2024-01-01,18,Mysore,20.99,Sunny,0.0,312.0,55.0,616.0,1392.0,0.0,1
2024-01-01,18,Mangalore,24.49,Sunny,0.0,385.0,70.0,278.0,960.0,14.6,1
2024-01-01,18,Hubli-Dharwad,20.58,Sunny,0.0,578.0,38.0,377.0,1201.0,9.0,1
2024-01-01,18,Belgaum,19.25,Windy,0.0,1005.0,42.0,325.0,1089.0,47.1,1
2024-01-01,19,Bangalore,17.7,Cloudy,0.0,450.0,38.0,1882.0,3158.0,0.0,1
2024-01-01,19,Mysore,19.16,Cloudy,0.0,389.0,52.0,270.0,925.0,16.1,1
2024-01-01,19,Mangalore,23.99,Cloudy,0.0,535.0,73.0,185.0,632.0,48.3,1
2024-01-01,19,Hubli-Dharwad,19.23,Windy,0.0,1036.0,37.0,237.0,806.0,68.7,1
2024-01-01,19,Belgaum,17.82,Windy,0.0,942.0,45.0,225.0,721.0,68.6,1
2024-01-01,20,Bangalore,17.1,Windy,0.0,759.0,38.0,1565.0,3190.0,0.0,1
2024-01-01,20,Mysore,18.3,Cloudy,0.0,369.0,52.0,290.0,971.0,11.5,1
2024-01-01,20,Mangalore,22.92,Cloudy,0.0,570.0,65.0,195.0,661.0,48.2,1
2024-01-01,20,Hubli-Dharwad,18.08,Windy,0.0,1142.0,39.0,256.0,822.0,75.1,1
2024-01-01,20,Belgaum,15.94,Windy,0.0,839.0,48.0,211.0,709.0,62.5,1
2024-01-01,21,Bangalore,15.02,Windy,0.0,647.0,40.0,1792.0,3287.0,0.0,1
2024-01-01,21,Mysore,16.83,Windy,0.0,745.0,52.0,287.0,950.0,39.3,1
2024-01-01,21,Mangalore,21.27,Windy,0.0,863.0,61.0,203.0,654.0,68.9,1
2024-01-01,21,Hubli-Dharwad,16.76,Cloudy,0.0,625.0,39.0,222.0,777.0,42.1,1
2024-01-01,21,Belgaum,15.21,Cloudy,0.0,678.0,44.0,238.0,757.0,47.5,1
2024-01-01,22,Bangalore,16.12,Cloudy,0.0,337.0,35.0,1886.0,3143.0,0.0,1
2024-01-01,22,Mysore,16.15,Windy,0.0,541.0,57.0,291.0,1019.0,20.5,1
2024-01-01,22,Mangalore,21.96,Windy,0.0,888.0,73.0,197.0,659.0,71.1,1
2024-01-01,22,Hubli-Dharwad,15.66,Cloudy,0.0,675.0,37.0,250.0,833.0,41.5,1
2024-01-01,22,Belgaum,15.27,Rainy,0.0,835.0,45.0,220.0,727.0,60.7,1
2024-01-01,23,Bangalore,13.35,Windy,0.0,634.0,33.0,1916.0,3397.0,0.0,1
2024-01-01,23,Mysore,16.21,Windy,0.0,700.0,55.0,308.0,1017.0,31.7,1
2024-01-01,23,Mangalore,21.55,Cloudy,0.0,443.0,73.0,180.0,617.0,42.9,1
2024-01-01,23,Hubli-Dharwad,15.29,Windy,0.0,949.0,40.0,252.0,847.0,59.9,1
2024-01-01,23,Belgaum,15.08,Windy,0.0,834.0,49.0,229.0,748.0,59.5,1
2024-01-02,0,Bangalore,15.11,Rainy,0.0,494.0,33.0,1042.0,2167.0,0.0,1
2024-01-02,0,Mysore,16.46,Windy,0.0,569.0,55.0,195.0,634.0,49.3,1
2024-01-02,0,Mangalore,21.84,Windy,0.0,789.0,73.0,126.0,421.0,80.9,1
2024-01-02,0,Hubli-Dharwad,16.23,Windy,0.0,1120.0,42.0,158.0,526.0,94.5,1
2024-01-02,0,Belgaum,14.06,Windy,0.0,1171.0,47.0,133.0,462.0,100.0,1
2024-01-02,1,Bangalore,15.42,Windy,0.0,781.0,35.0,892.0,2236.0,0.0,1
2024-01-02,1,Mysore,16.95,Rainy,0.0,420.0,52.0,190.0,660.0,36.8,1
2024-01-02,1,Mangalore,22.28,Cloudy,0.0,543.0,68.0,132.0,445.0,61.6,1
2024-01-02,1,Hubli-Dharwad,16.09,Cloudy,0.0,700.0,41.0,163.0,534.0,64.5,1
2024-01-02,1,Belgaum,15.86,Windy,0.0,1011.0,46.0,148.0,507.0,88.5,1
2024-01-02,2,Bangalore,17.03,Windy,0.0,606.0,37.0,958.0,2140.0,0.0,1
2024-01-02,2,Mysore,17.7,Windy,0.0,650.0,52.0,210.0,666.0,52.5,1
2024-01-02,2,Mangalore,22.26,Windy,0.0,895.0,73.0,127.0,422.0,88.2,1
2024-01-02,2,Hubli-Dharwad,18.49,Windy,0.0,1279.0,43.0,159.0,538.0,100.0,1
2024-01-02,2,Belgaum,16.75,Windy,0.0,967.0,43.0,152.0,506.0,85.3,1
2024-01-02,3,Bangalore,18.47,Cloudy,0.0,470.0,38.0,1147.0,2259.0,0.0,1
2024-01-02,3,Mysore,19.29,Cloudy,0.0,340.0,55.0,188.0,640.0,32.8,1
2024-01-02,3,Mangalore,23.74,Cloudy,0.0,568.0,70.0,126.0,413.0,65.8,1
2024-01-02,3,Hubli-Dharwad,19.96,Windy,0.0,1021.0,43.0,165.0,566.0,84.9,1
2024-01-02,3,Belgaum,18.87,Windy,0.0,1139.0,49.0,136.0,471.0,100.0,1
2024-01-02,4,Bangalore,19.21,Cloudy,0.0,334.0,36.0,1241.0,2139.0,0.0,1
2024-01-02,4,Mysore,20.94,Windy,0.0,723.0,51.0,200.0,652.0,58.5,1
2024-01-02,4,Mangalore,25.97,Cloudy,0.0,455.0,67.0,129.0,428.0,56.6,1
2024-01-02,4,Hubli-Dharwad,21.83,Cloudy,0.0,770.0,41.0,168.0,562.0,67.4,1
2024-01-02,4,Belgaum,20.43,Windy,0.0,904.0,48.0,146.0,480.0,83.0,1
2024-01-02,5,Bangalore,21.75,Windy,0.0,675.0,37.0,927.0,2204.0,0.0,1
2024-01-02,5,Mysore,23.41,Windy,0.0,705.0,54.0,205.0,656.0,57.2,1
2024-01-02,5,Mangalore,25.81,Windy,0.0,937.0,63.0,130.0,434.0,89.6,1
2024-01-02,5,Hubli-Dharwad,23.46,Windy,0.0,1288.0,38.0,158.0,520.0,100.0,1
2024-01-02,5,Belgaum,21.45,Windy,0.0,1021.0,43.0,148.0,498.0,89.6,1
2024-01-02,6,Bangalore,22.47,Sunny,0.0,368.0,38.0,1726.0,2971.0,0.0,1
2024-01-02,6,Mysore,23.96,Sunny,0.0,288.0,58.0,265.0,833.0,15.9,1
2024-01-02,6,Mangalore,27.09,Sunny,0.0,476.0,70.0,185.0,603.0,46.0,1
2024-01-02,6,Hubli-Dharwad,24.43,Cloudy,0.0,555.0,38.0,230.0,751.0,38.9,1
2024-01-02,6,Belgaum,22.86,Sunny,0.0,613.0,49.0,191.0,653.0,50.6,1
2024-01-02,7,Bangalore,24.94,Cloudy,81.0,461.0,34.0,1594.0,2976.0,0.0,1
2024-01-02,7,Mysore,25.46,Sunny,196.0,365.0,54.0,260.0,851.0,33.5,1
2024-01-02,7,Mangalore,28.34,Windy,133.0,757.0,67.0,173.0,571.0,77.0,1
2024-01-02,7,Hubli-Dharwad,26.63,Cloudy,92.0,652.0,43.0,212.0,723.0,54.5,1
2024-01-02,7,Belgaum,24.45,Sunny,201.0,535.0,46.0,203.0,673.0,57.6,1
2024-01-02,8,Bangalore,25.39,Sunny,364.0,287.0,39.0,1504.0,2906.0,0.0,1
2024-01-02,8,Mysore,27.09,Sunny,448.0,283.0,50.0,266.0,857.0,44.7,1
2024-01-02,8,Mangalore,30.23,Sunny,358.0,424.0,69.0,182.0,601.0,67.5,1
2024-01-02,8,Hubli-Dharwad,27.67,Sunny,463.0,523.0,43.0,220.0,736.0,70.5,1
2024-01-02,8,Belgaum,26.97,Cloudy,179.0,570.0,48.0,201.0,674.0,58.6,1
2024-01-02,9,Bangalore,26.54,Windy,438.0,763.0,39.0,2069.0,4522.0,0.0,1
2024-01-02,9,Mysore,28.77,Sunny,661.0,377.0,56.0,380.0,1302.0,35.4,1
2024-01-02,9,Mangalore,30.21,Sunny,534.0,411.0,73.0,251.0,849.0,61.8,1
2024-01-02,9,Hubli-Dharwad,28.45,Sunny,735.0,694.0,40.0,332.0,1084.0,77.0,1
2024-01-02,9,Belgaum,27.98,Rainy,131.0,796.0,44.0,279.0,924.0,53.3,1
2024-01-02,10,Bangalore,26.6,Sunny,817.0,386.0,39.0,1964.0,4341.0,0.0,1
2024-01-02,10,Mysore,28.54,Sunny,892.0,338.0,57.0,404.0,1338.0,46.4,1
2024-01-02,10,Mangalore,30.68,Sunny,691.0,441.0,74.0,278.0,903.0,71.2,1
2024-01-02,10,Hubli-Dharwad,29.92,Sunny,989.0,664.0,42.0,344.0,1104.0,91.4,1
2024-01-02,10,Belgaum,29.17,Sunny,872.0,437.0,41.0,296.0,953.0,77.8,1
2024-01-02,11,Bangalore,27.29,Windy,680.0,647.0,34.0,2039.0,4469.0,0.0,1
2024-01-02,11,Mysore,29.05,Sunny,1112.0,330.0,50.0,412.0,1346.0,60.2,1
2024-01-02,11,Mangalore,31.33,Sunny,917.0,467.0,72.0,253.0,852.0,92.3,1
2024-01-02,11,Hubli-Dharwad,30.21,Sunny,1094.0,682.0,39.0,324.0,1127.0,98.2,1
2024-01-02,11,Belgaum,28.48,Sunny,1061.0,644.0,43.0,300.0,990.0,100.0,1
2024-01-02,12,Bangalore,27.12,Sunny,1282.0,373.0,38.0,1273.0,3835.0,0.0,1
2024-01-02,12,Mysore,28.67,Sunny,1380.0,406.0,52.0,376.0,1219.0,93.3,1
2024-01-02,12,Mangalore,32.18,Cloudy,445.0,593.0,64.0,229.0,767.0,73.5,1
2024-01-02,12,Hubli-Dharwad,30.62,Sunny,1385.0,694.0,38.0,317.0,1009.0,100.0,1
2024-01-02,12,Belgaum,28.58,Sunny,1237.0,572.0,48.0,289.0,932.0,100.0,1
2024-01-02,13,Bangalore,26.2,Windy,710.0,536.0,38.0,1627.0,3768.0,0.0,1
2024-01-02,13,Mysore,28.57,Cloudy,449.0,307.0,59.0,363.0,1181.0,24.4,1
2024-01-02,13,Mangalore,30.22,Cloudy,389.0,578.0,73.0,231.0,762.0,69.5,1
2024-01-02,13,Hubli-Dharwad,28.44,Sunny,1097.0,520.0,38.0,282.0,976.0,97.5,1
2024-01-02,13,Belgaum,27.66,Cloudy,435.0,553.0,41.0,289.0,924.0,57.4,1
2024-01-02,14,Bangalore,24.43,Sunny,765.0,328.0,40.0,2032.0,4079.0,0.0,1
2024-01-02,14,Mysore,26.6,Sunny,780.0,376.0,60.0,387.0,1228.0,49.2,1
2024-01-02,14,Mangalore,29.82,Sunny,763.0,404.0,64.0,234.0,816.0,79.0,1
2024-01-02,14,Hubli-Dharwad,27.99,Cloudy,331.0,644.0,41.0,278.0,949.0,54.7,1
2024-01-02,14,Belgaum,26.29,Sunny,794.0,648.0,47.0,263.0,913.0,90.3,1
2024-01-02,15,Bangalore,23.99,Sunny,645.0,373.0,37.0,2392.0,4734.0,0.0,1
2024-01-02,15,Mysore,26.15,Sunny,679.0,321.0,53.0,444.0,1423.0,24.1,1
2024-01-02,15,Mangalore,29.1,Sunny,533.0,411.0,62.0,290.0,962.0,53.1,1
2024-01-02,15,Hubli-Dharwad,25.52,Sunny,675.0,583.0,38.0,362.0,1175.0,58.5,1
2024-01-02,15,Belgaum,24.49,Sunny,579.0,527.0,44.0,306.0,1031.0,58.3,1
2024-01-02,16,Bangalore,22.41,Sunny,367.0,336.0,36.0,2548.0,4568.0,0.0,1
2024-01-02,16,Mysore,23.92,Windy,283.0,609.0,58.0,392.0,1348.0,22.1,1
2024-01-02,16,Mangalore,26.62,Cloudy,144.0,467.0,64.0,261.0,904.0,34.0,1
2024-01-02,16,Hubli-Dharwad,25.17,Cloudy,186.0,589.0,38.0,328.0,1149.0,26.5,1
2024-01-02,16,Belgaum,23.14,Windy,322.0,948.0,42.0,339.0,1086.0,65.8,1
2024-01-02,17,Bangalore,20.28,Rainy,37.0,452.0,35.0,2824.0,4782.0,0.0,1
2024-01-02,17,Mysore,22.47,Sunny,207.0,297.0,55.0,415.0,1339.0,0.0,1
2024-01-02,17,Mangalore,26.56,Cloudy,76.0,528.0,67.0,308.0,978.0,28.5,1
2024-01-02,17,Hubli-Dharwad,22.95,Sunny,237.0,690.0,37.0,369.0,1198.0,33.6,1
2024-01-02,17,Belgaum,21.94,Cloudy,85.0,582.0,48.0,310.0,1060.0,25.9,1
2024-01-02,18,Bangalore,18.89,Sunny,0.0,366.0,33.0,3102.0,4858.0,0.0,1
2024-01-02,18,Mysore,20.98,Sunny,0.0,342.0,55.0,564.0,1370.0,0.0,1
2024-01-02,18,Mangalore,24.05,Rainy,0.0,675.0,66.0,285.0,982.0,33.1,1
2024-01-02,18,Hubli-Dharwad,21.31,Sunny,0.0,647.0,38.0,356.0,1209.0,13.3,1
2024-01-02,18,Belgaum,19.18,Windy,0.0,1204.0,44.0,319.0,1098.0,60.5,1
2024-01-02,19,Bangalore,18.81,Windy,0.0,656.0,38.0,1597.0,3150.0,0.0,1
2024-01-02,19,Mysore,19.43,Windy,0.0,545.0,54.0,287.0,966.0,24.3,1
2024-01-02,19,Mangalore,23.75,Cloudy,0.0,423.0,73.0,188.0,642.0,39.8,1
2024-01-02,19,Hubli-Dharwad,19.07,Windy,0.0,1055.0,38.0,242.0,781.0,71.8,1
2024-01-02,19,Belgaum,18.02,Cloudy,0.0,607.0,43.0,208.0,698.0,46.6,1
2024-01-02,20,Bangalore,16.06,Windy,0.0,784.0,38.0,1560.0,3232.0,0.0,1
2024-01-02,20,Mysore,18.37,Cloudy,0.0,391.0,56.0,284.0,965.0,13.7,1
2024-01-02,20,Mangalore,23.28,Windy,0.0,772.0,66.0,209.0,666.0,62.0,1
2024-01-02,20,Hubli-Dharwad,17.29,Windy,0.0,990.0,42.0,237.0,812.0,65.4,1
2024-01-02,20,Belgaum,16.67,Windy,0.0,991.0,41.0,228.0,748.0,69.9,1
2024-01-02,21,Bangalore,15.73,Windy,0.0,660.0,35.0,1742.0,3180.0,0.0,1
2024-01-02,21,Mysore,17.9,Cloudy,0.0,332.0,56.0,312.0,970.0,9.3,1
2024-01-02,21,Mangalore,21.8,Cloudy,0.0,544.0,70.0,199.0,664.0,46.5,1
2024-01-02,21,Hubli-Dharwad,16.55,Cloudy,0.0,769.0,38.0,260.0,844.0,47.4,1
2024-01-02,21,Belgaum,14.84,Cloudy,0.0,493.0,47.0,214.0,703.0,38.6,1
2024-01-02,22,Bangalore,15.11,Windy,0.0,732.0,39.0,1711.0,3247.0,0.0,1
2024-01-02,22,Mysore,16.06,Windy,0.0,601.0,59.0,280.0,932.0,31.0,1
2024-01-02,22,Mangalore,21.57,Windy,0.0,766.0,66.0,200.0,675.0,61.0,1
2024-01-02,22,Hubli-Dharwad,16.03,Windy,0.0,1345.0,41.0,234.0,779.0,92.5,1
2024-01-02,22,Belgaum,15.37,Windy,0.0,920.0,45.0,206.0,701.0,68.5,1
2024-01-02,23,Bangalore,15.51,Windy,0.0,668.0,38.0,1738.0,3264.0,0.0,1
2024-01-02,23,Mysore,16.06,Cloudy,0.0,448.0,58.0,286.0,955.0,18.6,1
2024-01-02,23,Mangalore,21.41,Cloudy,0.0,562.0,71.0,187.0,625.0,50.6,1
2024-01-02,23,Hubli-Dharwad,15.43,Windy,0.0,1155.0,40.0,227.0,787.0,78.6,1
2024-01-02,23,Belgaum,13.82,Cloudy,0.0,581.0,47.0,220.0,705.0,44.6,1
2024-01-03,0,Bangalore,14.81,Cloudy,0.0,331.0,34.0,1230.0,2177.0,0.0,1
2024-01-03,0,Mysore,16.21,Cloudy,0.0,412.0,56.0,195.0,618.0,39.5,1
2024-01-03,0,Mangalore,21.99,Cloudy,0.0,401.0,65.0,124.0,426.0,52.8,1
2024-01-03,0,Hubli-Dharwad,16.37,Windy,0.0,1013.0,37.0,164.0,559.0,84.4,1
2024-01-03,0,Belgaum,13.83,Cloudy,0.0,624.0,45.0,148.0,489.0,62.6,1
2024-01-03,1,Bangalore,15.76,Cloudy,0.0,374.0,34.0,1164.0,2160.0,0.0,1
2024-01-03,1,Mysore,17.38,Windy,0.0,605.0,54.0,183.0,622.0,52.6,1
2024-01-03,1,Mangalore,22.0,Windy,0.0,684.0,67.0,133.0,446.0,71.3,1
2024-01-03,1,Hubli-Dharwad,16.69,Windy,0.0,1146.0,43.0,158.0,514.0,97.2,1
2024-01-03,1,Belgaum,14.98,Windy,0.0,1186.0,47.0,145.0,473.0,100.0,1
2024-01-03,2,Bangalore,16.99,Cloudy,0.0,355.0,35.0,1195.0,2101.0,0.0,1
2024-01-03,2,Mysore,18.16,Cloudy,0.0,367.0,53.0,208.0,668.0,32.6,1
2024-01-03,2,Mangalore,22.37,Windy,0.0,753.0,71.0,126.0,423.0,78.1,1
2024-01-03,2,Hubli-Dharwad,17.87,Windy,0.0,1169.0,40.0,164.0,523.0,98.0,1
2024-01-03,2,Belgaum,16.42,Cloudy,0.0,562.0,44.0,150.0,496.0,57.7,1
2024-01-03,3,Bangalore,17.44,Cloudy,0.0,354.0,36.0,1148.0,2148.0,0.0,1
2024-01-03,3,Mysore,19.89,Cloudy,0.0,374.0,61.0,204.0,672.0,33.4,1
2024-01-03,3,Mangalore,23.79,Windy,0.0,684.0,62.0,130.0,451.0,70.7,1
2024-01-03,3,Hubli-Dharwad,19.77,Windy,0.0,1351.0,37.0,157.0,534.0,100.0,1
2024-01-03,3,Belgaum,18.49,Windy,0.0,1054.0,43.0,140.0,464.0,94.3,1
2024-01-03,4,Bangalore,19.28,Windy,0.0,688.0,38.0,926.0,2172.0,0.0,1
2024-01-03,4,Mysore,20.55,Cloudy,0.0,314.0,52.0,208.0,675.0,28.4,1
2024-01-03,4,Mangalore,25.25,Windy,0.0,958.0,66.0,128.0,440.0,90.9,1
2024-01-03,4,Hubli-Dharwad,21.61,Windy,0.0,1307.0,37.0,149.0,516.0,100.0,1
2024-01-03,4,Belgaum,20.18,Windy,0.0,887.0,48.0,146.0,507.0,80.0,1
2024-01-03,5,Bangalore,20.17,Windy,0.0,652.0,33.0,926.0,2100.0,0.0,1
2024-01-03,5,Mysore,22.85,Cloudy,0.0,422.0,53.0,193.0,641.0,38.4,1
2024-01-03,5,Mangalore,26.54,Cloudy,0.0,528.0,66.0,122.0,417.0,62.4,1
2024-01-03,5,Hubli-Dharwad,22.73,Windy,0.0,1046.0,40.0,157.0,532.0,88.8,1
